order_id,timestamp,sku_id,sku,price,qty
66c6652d,2018-07-27 16:26:51,0,Router 64,1460.0,2
076bce7e,2018-07-28 16:12:21,0,Router 64,1460.0,5
3c379496,2018-07-29 01:49:35,0,Router 64,1460.0,4
d890a622,2018-07-31 02:46:12,0,Router 64,1460.0,3
dab7eef2,2018-07-31 03:09:44,0,Router 64,1460.0,2
979dbdb1,2018-08-02 07:33:10,0,Router 64,1460.0,3
e45f5bd6,2018-08-04 07:53:40,0,Router 64,1460.0,5
43c149fa,2018-08-05 20:05:30,0,Router 64,1460.0,4
559c0d38,2018-08-06 10:29:59,0,Router 64,1460.0,4
c052d10f,2018-08-06 16:03:37,0,Router 64,1460.0,5
15280428,2018-08-06 16:04:50,0,Router 64,1460.0,5
a028a6b9,2018-08-07 13:07:32,0,Router 64,1460.0,4
fb5a2853,2018-08-08 09:18:28,0,Router 64,1460.0,7
29288954,2018-08-10 08:02:51,0,Router 64,1460.0,6
63638a4d,2018-08-11 22:06:12,0,Router 64,1460.0,6
8761906c,2018-08-11 23:33:24,0,Router 64,1460.0,8
c80a0786,2018-08-12 13:28:58,0,Router 64,1460.0,6
70a86e57,2018-08-13 06:32:37,0,Router 64,1460.0,5
9a366695,2018-08-13 10:38:49,0,Router 64,1460.0,3
70aea0a4,2018-08-13 10:58:24,0,Router 64,1460.0,7
06d6ca16,2018-08-13 19:11:52,0,Router 64,1460.0,6
e53abf6a,2018-08-14 14:49:18,0,Router 64,1460.0,4
9983c867,2018-08-16 10:54:40,0,Router 64,1460.0,2
f5d17bf1,2018-08-16 13:44:46,0,Router 64,1460.0,3
97b4625a,2018-08-18 09:41:00,0,Router 64,1460.0,2
04e86e5c,2018-08-18 17:52:54,0,Router 64,1460.0,3
34b2868e,2018-08-19 14:49:01,0,Router 64,1460.0,1
dcc87a20,2018-08-21 15:50:35,0,Router 64,1460.0,1
40bfac41,2018-08-23 03:22:01,0,Router 64,1460.0,1
be58a2dc,2018-08-23 08:21:55,0,Router 64,1460.0,4
6e9b473b,2018-08-23 13:06:17,0,Router 64,1460.0,3
f9fbc2d1,2018-08-23 16:26:52,0,Router 64,1460.0,1
734577c9,2018-08-25 13:33:32,0,Router 64,1460.0,4
bafe2a40,2018-08-25 21:07:08,0,Router 64,1460.0,0
a2b64928,2018-08-26 02:47:05,0,Router 64,1460.0,4
7a85e22f,2018-08-26 09:21:09,0,Router 64,1460.0,1
39f14c7a,2018-08-27 11:53:33,0,Router 64,1460.0,3
bb3c6046,2018-08-27 18:59:23,0,Router 64,1460.0,3
ccbbfc28,2018-08-27 20:52:20,0,Router 64,1460.0,2
73aab328,2018-08-28 00:51:07,0,Router 64,1460.0,4
32215900,2018-08-28 02:15:05,0,Router 64,1460.0,2
a0f2a2bd,2018-08-30 02:16:47,0,Router 64,1460.0,4
5584b8b0,2018-08-30 04:38:31,0,Router 64,1460.0,4
f80f4ebe,2018-08-31 07:27:49,0,Router 64,1460.0,6
bb73e34a,2018-08-31 21:59:37,0,Router 64,1460.0,9
9b41343d,2018-09-01 00:55:27,0,Router 64,1460.0,8
1204ec04,2018-09-01 07:34:01,0,Router 64,1460.0,3
1533d722,2018-09-01 15:52:55,0,Router 64,1460.0,5
ad8cc1ee,2018-09-02 08:06:21,0,Router 64,1460.0,6
203a1425,2018-09-04 02:58:21,0,Router 64,1460.0,5
6f8a8d51,2018-09-04 17:03:20,0,Router 64,1460.0,7
9a9335bb,2018-09-05 04:58:15,0,Router 64,1460.0,8
9b8d30e1,2018-09-06 02:01:34,0,Router 64,1460.0,5
459dfbb0,2018-09-07 04:35:38,0,Router 64,1460.0,7
f9204c33,2018-09-08 00:33:07,0,Router 64,1460.0,6
0bd53591,2018-09-08 22:50:42,0,Router 64,1460.0,5
f2a97c72,2018-09-09 02:38:15,0,Router 64,1460.0,5
8f818054,2018-09-09 09:41:53,0,Router 64,1460.0,8
305c1816,2018-09-10 01:44:32,0,Router 64,1460.0,4
3c55daae,2018-09-10 06:33:56,0,Router 64,1460.0,5
4de42e13,2018-09-11 10:52:01,0,Router 64,1460.0,3
e3454538,2018-09-12 13:03:04,0,Router 64,1460.0,4
97343a5b,2018-09-13 02:43:32,0,Router 64,1460.0,3
0e73aa15,2018-09-15 05:50:54,0,Router 64,1460.0,1
672f70cb,2018-09-19 08:00:07,0,Router 64,1460.0,4
3a268a74,2018-09-19 22:31:09,0,Router 64,1460.0,1
b4321ca8,2018-09-20 06:33:02,0,Router 64,1460.0,1
dbf0eb8b,2018-09-20 17:57:01,0,Router 64,1460.0,1
e4fee1df,2018-09-22 02:01:14,0,Router 64,1460.0,2
2283a56c,2018-09-22 03:32:45,0,Router 64,1460.0,1
11ff8269,2018-09-22 11:14:49,0,Router 64,1460.0,2
e218780a,2018-09-22 22:08:03,0,Router 64,1460.0,1
dfcdfd6d,2018-09-23 07:15:33,0,Router 64,1460.0,3
b238943f,2018-09-23 13:12:13,0,Router 64,1460.0,0
36546d0f,2018-09-24 05:53:40,0,Router 64,1460.0,2
781943f0,2018-09-24 11:14:22,0,Router 64,1460.0,2
d4df0955,2018-09-24 11:26:28,0,Router 64,1460.0,2
204673d7,2018-09-24 13:35:49,0,Router 64,1460.0,0
3f279564,2018-09-25 14:38:23,0,Router 64,1460.0,2
6ca91b52,2018-09-26 17:01:20,0,Router 64,1460.0,3
11abbfea,2018-09-26 17:35:56,0,Router 64,1460.0,3
d464e6fa,2018-09-27 04:02:32,0,Router 64,1460.0,4
ef46c4d3,2018-09-27 09:58:42,0,Router 64,1460.0,2
54b349aa,2018-09-27 10:23:12,0,Router 64,1460.0,3
682ef76c,2018-09-27 19:56:56,0,Router 64,1460.0,2
0877dc1f,2018-09-28 22:23:57,0,Router 64,1460.0,3
82dab227,2018-09-29 08:17:38,0,Router 64,1460.0,2
77ec117c,2018-09-29 14:29:33,0,Router 64,1460.0,6
e251dd8e,2018-10-01 08:20:36,0,Router 64,1460.0,4
9508de3d,2018-10-05 12:14:29,0,Router 64,1460.0,9
f6293260,2018-10-05 23:10:37,0,Router 64,1460.0,7
f7ba618e,2018-10-06 13:43:36,0,Router 64,1460.0,7
08644263,2018-10-06 23:57:30,0,Router 64,1460.0,9
7136f6e9,2018-10-07 10:29:26,0,Router 64,1460.0,5
16320f8b,2018-10-07 20:04:59,0,Router 64,1460.0,7
601e52f7,2018-10-08 05:39:35,0,Router 64,1460.0,7
d66b6f96,2018-10-08 07:04:58,0,Router 64,1460.0,6
a6e02787,2018-10-08 18:55:23,0,Router 64,1460.0,6
6a0e0e26,2018-10-10 10:10:48,0,Router 64,1460.0,5
9fc43a6e,2018-10-12 00:51:30,0,Router 64,1460.0,7
9a9411d2,2018-10-13 11:38:42,0,Router 64,1460.0,4
32ea82ff,2018-10-15 01:39:09,0,Router 64,1460.0,6
4bb9cc44,2018-10-15 08:01:59,0,Router 64,1460.0,2
6d1007fc,2018-10-15 18:37:35,0,Router 64,1460.0,3
d6b20ba2,2018-10-16 03:51:14,0,Router 64,1460.0,2
03cfdaf3,2018-10-16 12:25:40,0,Router 64,1460.0,3
1b2c15ad,2018-10-17 03:41:18,0,Router 64,1460.0,1
7f0c71e5,2018-10-17 04:17:53,0,Router 64,1460.0,4
c300d41d,2018-10-17 05:29:35,0,Router 64,1460.0,2
2557696f,2018-10-17 08:00:20,0,Router 64,1460.0,2
ac6fed2f,2018-10-18 10:15:04,0,Router 64,1460.0,2
1caffda8,2018-10-18 10:18:07,0,Router 64,1460.0,2
edabe694,2018-10-20 00:28:24,0,Router 64,1460.0,0
bc3b136f,2018-10-21 12:41:30,0,Router 64,1460.0,3
e57a3d34,2018-10-21 16:27:07,0,Router 64,1460.0,3
a3368b95,2018-10-21 18:05:31,0,Router 64,1460.0,1
68e9511e,2018-10-21 20:12:39,0,Router 64,1460.0,3
09234c5f,2018-10-21 21:06:52,0,Router 64,1460.0,1
f5ff9e89,2018-10-22 06:04:29,0,Router 64,1460.0,5
b8be34a7,2018-10-22 13:23:07,0,Router 64,1460.0,1
598e804d,2018-10-24 04:02:56,0,Router 64,1460.0,8
ae820415,2018-10-25 00:01:58,0,Router 64,1460.0,3
a1e78b9b,2018-10-25 03:47:20,0,Router 64,1460.0,1
f7b4e3d8,2018-10-25 07:39:46,0,Router 64,1460.0,2
af42e589,2018-10-25 21:17:16,0,Router 64,1460.0,1
1045b1c8,2018-10-25 22:09:58,0,Router 64,1460.0,2
3a115990,2018-10-26 14:33:19,0,Router 64,1460.0,3
23a17794,2018-10-27 01:33:10,0,Router 64,1460.0,4
236ffe07,2018-10-27 17:30:34,0,Router 64,1460.0,2
b82755f9,2018-10-27 22:21:34,0,Router 64,1460.0,3
1f9da2d2,2018-10-29 03:51:28,0,Router 64,1460.0,3
4793f9af,2018-10-29 12:20:42,0,Router 64,1460.0,5
64eb7f44,2018-10-29 15:31:56,0,Router 64,1460.0,2
8fd55983,2018-10-29 17:40:00,0,Router 64,1460.0,3
56786f25,2018-10-30 14:22:14,0,Router 64,1460.0,5
776e7e72,2018-10-30 16:54:18,0,Router 64,1460.0,6
5c8c951c,2018-10-31 06:05:20,0,Router 64,1460.0,5
0dbf0f87,2018-10-31 08:54:59,0,Router 64,1460.0,4
5c0bebaf,2018-11-01 15:45:12,0,Router 64,1460.0,4
8120e11a,2018-11-01 21:54:43,0,Router 64,1460.0,3
3d9d54d8,2018-11-02 06:16:12,0,Router 64,1460.0,8
b0e94893,2018-11-02 08:45:08,0,Router 64,1460.0,7
677a5f74,2018-11-02 10:40:43,0,Router 64,1460.0,5
d3d0ac44,2018-11-03 15:11:08,0,Router 64,1460.0,7
bcd7a4ea,2018-11-03 23:47:59,0,Router 64,1460.0,8
82e76bdf,2018-11-04 02:45:17,0,Router 64,1460.0,6
3d14878e,2018-11-04 04:26:31,0,Router 64,1460.0,4
c1d04002,2018-11-05 06:09:01,0,Router 64,1460.0,4
a616ebf2,2018-11-05 22:18:07,0,Router 64,1460.0,10
aba856e7,2018-11-06 07:52:51,0,Router 64,1460.0,8
99533243,2018-11-06 16:39:32,0,Router 64,1460.0,6
b50cfacc,2018-11-06 20:55:43,0,Router 64,1460.0,5
e2c33573,2018-11-07 10:36:08,0,Router 64,1460.0,6
43349dd6,2018-11-07 16:39:09,0,Router 64,1460.0,4
c382163e,2018-11-08 00:12:45,0,Router 64,1460.0,5
858fbc59,2018-11-09 09:58:09,0,Router 64,1460.0,5
23652e7a,2018-11-10 22:36:46,0,Router 64,1460.0,6
015ef203,2018-11-11 10:38:29,0,Router 64,1460.0,3
531594f5,2018-11-12 07:58:24,0,Router 64,1460.0,5
065e7ccb,2018-11-12 08:03:20,0,Router 64,1460.0,6
162c542e,2018-11-12 17:49:25,0,Router 64,1460.0,7
231213ed,2018-11-13 19:51:18,0,Router 64,1460.0,2
23ff5a87,2018-11-14 20:05:18,0,Router 64,1460.0,3
3a35da82,2018-11-14 20:51:50,0,Router 64,1460.0,2
4a557edd,2018-11-15 19:08:36,0,Router 64,1460.0,3
2e68af8a,2018-11-17 16:09:48,0,Router 64,1460.0,1
9eecc7be,2018-11-17 21:15:49,0,Router 64,1460.0,3
b5615ee8,2018-11-18 07:53:48,0,Router 64,1460.0,1
ccb0e200,2018-11-19 09:52:29,0,Router 64,1460.0,3
3b95d0e6,2018-11-19 16:04:22,0,Router 64,1460.0,4
e134612c,2018-11-22 14:40:00,0,Router 64,1460.0,4
45543df9,2018-11-24 07:41:46,0,Router 64,1460.0,1
f612221c,2018-11-24 19:41:05,0,Router 64,1460.0,1
3a8d61e3,2018-11-25 08:39:08,0,Router 64,1460.0,3
a36fe146,2018-11-26 03:20:22,0,Router 64,1460.0,6
1d235772,2018-11-26 06:45:15,0,Router 64,1460.0,2
b7255b9d,2018-11-26 07:27:16,0,Router 64,1460.0,3
acf20eac,2018-11-27 20:04:25,0,Router 64,1460.0,2
fb73005b,2018-11-30 06:06:58,0,Router 64,1460.0,4
1459a898,2018-12-02 05:08:08,0,Router 64,1460.0,6
569ebcac,2018-12-02 11:47:41,0,Router 64,1460.0,5
7721c9cd,2018-12-02 12:58:16,0,Router 64,1460.0,5
e19626c7,2018-12-03 16:22:59,0,Router 64,1460.0,8
685ba3cf,2018-12-04 01:31:10,0,Router 64,1460.0,6
ca98949f,2018-12-04 12:55:37,0,Router 64,1460.0,5
2cb539d0,2018-12-04 20:53:56,0,Router 64,1460.0,4
c8df39ba,2018-12-05 02:19:21,0,Router 64,1460.0,4
f5c133b0,2018-12-05 22:07:56,0,Router 64,1460.0,6
d2152d03,2018-12-06 15:46:02,0,Router 64,1460.0,4
ab05b5e0,2018-12-07 05:58:40,0,Router 64,1460.0,6
3230ec6f,2018-12-07 15:22:17,0,Router 64,1460.0,6
1844caa8,2018-12-10 04:08:35,0,Router 64,1460.0,4
04f636cc,2018-12-10 08:53:22,0,Router 64,1460.0,6
cf792095,2018-12-11 22:49:47,0,Router 64,1460.0,5
eb73316a,2018-12-12 18:58:31,0,Router 64,1460.0,4
6be76157,2018-12-13 21:19:17,0,Router 64,1460.0,4
dbfbc70c,2018-12-14 18:54:03,0,Router 64,1460.0,4
a41855ee,2018-12-16 05:51:29,0,Router 64,1460.0,4
ec8455ab,2018-12-17 23:39:16,0,Router 64,1460.0,1
0cf32c58,2018-12-19 09:50:16,0,Router 64,1460.0,0
1a0c7301,2018-12-23 10:58:31,0,Router 64,1460.0,0
a8460d92,2018-12-24 09:21:42,0,Router 64,1460.0,0
da588c77,2018-12-24 10:16:53,0,Router 64,1460.0,2
171a7187,2018-12-24 16:19:56,0,Router 64,1460.0,4
f4f6d80e,2018-12-26 14:49:47,0,Router 64,1460.0,2
606424d5,2018-12-27 01:54:06,0,Router 64,1460.0,2
638d37db,2018-12-28 01:21:46,0,Router 64,1460.0,4
5cbfcda1,2018-12-28 10:39:12,0,Router 64,1460.0,4
ddb4f0ac,2018-12-28 14:33:13,0,Router 64,1460.0,3
8935badf,2018-12-29 04:52:21,0,Router 64,1460.0,7
86cb0e2c,2018-12-29 05:32:35,0,Router 64,1460.0,4
812e5693,2018-12-29 09:07:40,0,Router 64,1460.0,4
110414f8,2018-12-30 05:43:46,0,Router 64,1460.0,7
6d578cb4,2018-12-30 22:30:35,0,Router 64,1460.0,5
b65c8a11,2019-01-01 03:18:34,0,Router 64,1460.0,7
bb98921e,2019-01-01 12:37:06,0,Router 64,1460.0,5
b4d4f64f,2019-01-02 02:40:55,0,Router 64,1460.0,7
66ee28da,2019-01-04 13:44:12,0,Router 64,1460.0,6
bb2a41b9,2019-01-04 18:51:28,0,Router 64,1460.0,6
54085586,2019-01-05 13:41:18,0,Router 64,1460.0,4
185dc1fd,2019-01-05 22:49:38,0,Router 64,1460.0,11
815bc13d,2019-01-09 09:54:27,0,Router 64,1460.0,4
e5a11894,2019-01-09 15:24:44,0,Router 64,1460.0,5
b2c69f26,2019-01-09 17:22:47,0,Router 64,1460.0,4
859119af,2019-01-09 19:24:34,0,Router 64,1460.0,6
a34ef009,2019-01-10 12:51:40,0,Router 64,1460.0,4
5210a5d4,2019-01-14 02:33:11,0,Router 64,1460.0,1
d8bc9b21,2019-01-14 07:52:22,0,Router 64,1460.0,9
173672f5,2019-01-14 16:34:02,0,Router 64,1460.0,5
3724db5c,2019-01-16 04:14:28,0,Router 64,1460.0,0
77e62c10,2019-01-16 04:30:36,0,Router 64,1460.0,1
2a8c283a,2019-01-16 16:09:19,0,Router 64,1460.0,1
fd6e148f,2019-01-20 03:46:23,0,Router 64,1460.0,4
2efb6caa,2019-01-22 02:44:08,0,Router 64,1460.0,1
c369b405,2019-01-22 05:59:06,0,Router 64,1460.0,3
522ec060,2019-01-24 07:50:43,0,Router 64,1460.0,2
bb5794d6,2019-01-25 22:17:34,0,Router 64,1460.0,2
a4e70693,2019-01-27 06:10:18,0,Router 64,1460.0,4
7db61db1,2019-01-27 07:36:00,0,Router 64,1460.0,4
df4d2f7e,2019-01-27 16:46:01,0,Router 64,1460.0,4
f9eb1aae,2019-01-27 21:16:09,0,Router 64,1460.0,3
df402110,2019-01-28 11:21:38,0,Router 64,1460.0,4
64cbb192,2019-01-29 16:18:47,0,Router 64,1460.0,3
c0696062,2019-02-01 06:18:15,0,Router 64,1460.0,6
2be87715,2019-02-02 08:06:10,0,Router 64,1460.0,9
1291b38b,2019-02-02 16:28:55,0,Router 64,1460.0,5
83984497,2019-02-03 07:44:45,0,Router 64,1460.0,5
574b99c1,2019-02-03 12:56:22,0,Router 64,1460.0,6
20b6780c,2019-02-03 13:29:38,0,Router 64,1460.0,7
37d10eb6,2019-02-04 21:18:27,0,Router 64,1460.0,5
482a055a,2019-02-05 22:08:57,0,Router 64,1460.0,6
0b11c431,2019-02-06 17:39:26,0,Router 64,1460.0,5
5b1b0e90,2019-02-08 07:36:39,0,Router 64,1460.0,4
e0429c7e,2019-02-08 22:08:49,0,Router 64,1460.0,6
866bd7ff,2019-02-10 18:10:49,0,Router 64,1460.0,6
f468852e,2019-02-10 18:13:10,0,Router 64,1460.0,6
f72464ac,2019-02-11 15:18:26,0,Router 64,1460.0,3
6826b0f6,2019-02-11 17:44:57,0,Router 64,1460.0,4
89da9fbf,2019-02-11 20:19:17,0,Router 64,1460.0,9
7a66531d,2019-02-11 23:36:29,0,Router 64,1460.0,5
a9e0c07e,2019-02-12 23:31:53,0,Router 64,1460.0,1
9c9df405,2019-02-13 13:17:14,0,Router 64,1460.0,3
86c6f356,2019-02-13 22:58:45,0,Router 64,1460.0,3
51f89ac4,2019-02-15 08:05:46,0,Router 64,1460.0,5
09dfd1cb,2019-02-16 03:51:34,0,Router 64,1460.0,3
f12fffd0,2019-02-17 02:28:57,0,Router 64,1460.0,1
8b571677,2019-02-19 07:45:14,0,Router 64,1460.0,2
8f909e3b,2019-02-19 21:53:59,0,Router 64,1460.0,7
e1a3c185,2019-02-21 06:25:07,0,Router 64,1460.0,1
fe983287,2019-02-21 16:46:12,0,Router 64,1460.0,0
0deca6a3,2019-02-21 22:39:10,0,Router 64,1460.0,5
35779925,2019-02-22 18:53:19,0,Router 64,1460.0,2
db887eaf,2019-02-22 19:35:07,0,Router 64,1460.0,1
e2df9509,2019-02-23 11:24:10,0,Router 64,1460.0,6
a02a052e,2019-02-23 13:49:23,0,Router 64,1460.0,4
9591cb03,2019-02-25 20:23:10,0,Router 64,1460.0,2
931e39ee,2019-02-26 16:57:06,0,Router 64,1460.0,2
ad591cc5,2019-02-26 18:01:56,0,Router 64,1460.0,4
50e2de03,2019-02-27 10:21:30,0,Router 64,1460.0,4
2c4a43eb,2019-02-28 00:05:21,0,Router 64,1460.0,3
c7828a93,2019-02-28 09:38:25,0,Router 64,1460.0,3
e845bdd1,2019-02-28 09:46:29,0,Router 64,1460.0,6
863cef01,2019-03-01 00:44:26,0,Router 64,1460.0,4
85729af5,2019-03-01 09:24:41,0,Router 64,1460.0,6
a0132919,2019-03-02 06:14:11,0,Router 64,1460.0,5
5e8b3886,2019-03-02 06:29:42,0,Router 64,1460.0,6
7150b865,2019-03-02 10:33:35,0,Router 64,1460.0,7
9a195398,2019-03-03 16:14:53,0,Router 64,1460.0,8
31c473d8,2019-03-04 03:49:58,0,Router 64,1460.0,6
4c955f51,2019-03-04 20:53:41,0,Router 64,1460.0,5
dc68c57d,2019-03-05 06:27:24,0,Router 64,1460.0,7
4a524102,2019-03-05 10:55:16,0,Router 64,1460.0,7
7074c698,2019-03-05 12:59:31,0,Router 64,1460.0,7
af1ba045,2019-03-05 19:32:29,0,Router 64,1460.0,5
d75a4459,2019-03-09 05:29:20,0,Router 64,1460.0,6
7b6dfbe2,2019-03-09 22:01:47,0,Router 64,1460.0,6
284f1f47,2019-03-10 01:05:26,0,Router 64,1460.0,6
444e51e8,2019-03-10 03:20:10,0,Router 64,1460.0,4
34be0869,2019-03-10 21:53:20,0,Router 64,1460.0,6
48bc392a,2019-03-11 06:09:06,0,Router 64,1460.0,6
369ba800,2019-03-11 12:12:41,0,Router 64,1460.0,4
66b9097e,2019-03-11 15:16:26,0,Router 64,1460.0,4
723c8b50,2019-03-12 01:56:22,0,Router 64,1460.0,6
57cc05db,2019-03-12 02:16:11,0,Router 64,1460.0,6
995154ec,2019-03-13 06:23:00,0,Router 64,1460.0,5
a8dd1c49,2019-03-13 16:57:46,0,Router 64,1460.0,6
c263c855,2019-03-14 07:14:57,0,Router 64,1460.0,2
a887e191,2019-03-14 07:18:43,0,Router 64,1460.0,7
60c9534e,2019-03-15 14:53:15,0,Router 64,1460.0,3
1790b807,2019-03-15 22:01:19,0,Router 64,1460.0,4
561e2ad1,2019-03-16 00:43:47,0,Router 64,1460.0,2
baeba976,2019-03-16 15:54:53,0,Router 64,1460.0,1
7ff107fa,2019-03-18 05:12:00,0,Router 64,1460.0,1
2ce0d3f9,2019-03-18 06:21:29,0,Router 64,1460.0,0
5399876d,2019-03-18 15:17:30,0,Router 64,1460.0,3
77e0fde5,2019-03-19 02:35:54,0,Router 64,1460.0,2
f17f8720,2019-03-19 10:41:45,0,Router 64,1460.0,3
26ad8e40,2019-03-21 03:17:07,0,Router 64,1460.0,4
acd4cc9b,2019-03-22 02:50:37,0,Router 64,1460.0,1
d314f55c,2019-03-22 04:56:01,0,Router 64,1460.0,2
91a2a179,2019-03-22 21:20:37,0,Router 64,1460.0,2
d48c59c6,2019-03-22 22:30:12,0,Router 64,1460.0,0
f50acad7,2019-03-23 00:50:41,0,Router 64,1460.0,4
5a3fed7e,2019-03-24 05:12:11,0,Router 64,1460.0,1
5fdc3c06,2019-03-24 08:53:25,0,Router 64,1460.0,2
69d770b3,2019-03-24 15:16:37,0,Router 64,1460.0,0
fc4afbed,2019-03-26 07:04:27,0,Router 64,1460.0,1
e60c38c5,2019-03-27 10:14:51,0,Router 64,1460.0,4
33ab11ac,2019-03-27 15:32:00,0,Router 64,1460.0,3
24802531,2019-03-28 04:58:17,0,Router 64,1460.0,2
5a8fae12,2019-03-28 08:27:14,0,Router 64,1460.0,4
43f88159,2019-03-28 20:20:21,0,Router 64,1460.0,2
63ba75f7,2019-03-28 20:33:40,0,Router 64,1460.0,4
1897e875,2019-03-30 01:27:05,0,Router 64,1460.0,4
6dce35be,2019-03-31 01:48:47,0,Router 64,1460.0,4
45526578,2019-04-01 08:13:13,0,Router 64,1460.0,6
74ac09e7,2019-04-02 07:23:01,0,Router 64,1460.0,6
3a4349a1,2019-04-02 19:23:19,0,Router 64,1460.0,5
50c6d417,2019-04-03 01:34:21,0,Router 64,1460.0,5
2cbbb62b,2019-04-03 07:41:40,0,Router 64,1460.0,6
14f369b2,2019-04-03 10:17:49,0,Router 64,1460.0,4
e186d6b8,2019-04-03 12:32:35,0,Router 64,1460.0,5
37e741a6,2019-04-03 22:07:34,0,Router 64,1460.0,7
ec3d7d25,2019-04-05 02:21:39,0,Router 64,1460.0,4
6876780a,2019-04-05 08:17:03,0,Router 64,1460.0,5
0196c2bc,2019-04-05 09:46:42,0,Router 64,1460.0,5
06614553,2019-04-05 11:10:09,0,Router 64,1460.0,6
fbd9e122,2019-04-05 12:21:52,0,Router 64,1460.0,6
29754c66,2019-04-05 21:13:53,0,Router 64,1460.0,6
87185a8f,2019-04-06 20:20:16,0,Router 64,1460.0,6
72f0078b,2019-04-07 02:46:05,0,Router 64,1460.0,7
b74920b7,2019-04-07 03:43:43,0,Router 64,1460.0,6
bdf44046,2019-04-07 05:03:43,0,Router 64,1460.0,6
c10dbf8f,2019-04-08 02:37:41,0,Router 64,1460.0,5
5538941d,2019-04-08 12:41:54,0,Router 64,1460.0,4
9e64a389,2019-04-09 07:31:15,0,Router 64,1460.0,4
65bcb3b1,2019-04-12 15:10:04,0,Router 64,1460.0,6
5b9ff75b,2019-04-12 22:17:42,0,Router 64,1460.0,5
534d9b0c,2019-04-13 03:46:48,0,Router 64,1460.0,1
a0524472,2019-04-13 05:06:51,0,Router 64,1460.0,1
9e83af7e,2019-04-13 23:47:56,0,Router 64,1460.0,5
c722f21f,2019-04-15 08:27:08,0,Router 64,1460.0,3
4e8fc04f,2019-04-15 16:32:34,0,Router 64,1460.0,4
8a5c3177,2019-04-17 04:52:46,0,Router 64,1460.0,3
ddd1037b,2019-04-17 05:39:18,0,Router 64,1460.0,0
d5c58f31,2019-04-18 05:07:02,0,Router 64,1460.0,2
8ea77d0e,2019-04-18 13:32:01,0,Router 64,1460.0,2
35c54d20,2019-04-18 23:26:44,0,Router 64,1460.0,1
a4b2b81f,2019-04-20 19:20:49,0,Router 64,1460.0,2
256e9ad5,2019-04-21 08:44:34,0,Router 64,1460.0,2
589fcd1f,2019-04-22 06:23:41,0,Router 64,1460.0,2
f53b73eb,2019-04-22 14:14:59,0,Router 64,1460.0,4
6a4148f1,2019-04-23 00:35:22,0,Router 64,1460.0,0
5630a070,2019-04-23 13:12:43,0,Router 64,1460.0,1
ee0b6da0,2019-04-23 17:28:43,0,Router 64,1460.0,0
b2ef3974,2019-04-24 05:59:28,0,Router 64,1460.0,2
bba60669,2019-04-24 09:14:25,0,Router 64,1460.0,5
6a5f3735,2019-04-25 00:00:14,0,Router 64,1460.0,3
c5fa3234,2019-04-25 02:13:44,0,Router 64,1460.0,3
b741f3f8,2019-04-26 09:17:49,0,Router 64,1460.0,3
c62bbd8e,2019-04-26 19:23:46,0,Router 64,1460.0,3
abffc5f8,2019-04-27 16:12:26,0,Router 64,1460.0,4
5e9f4a65,2019-04-28 04:28:08,0,Router 64,1460.0,6
4b75f15d,2019-04-28 17:18:54,0,Router 64,1460.0,6
1c77b83c,2019-04-28 18:01:02,0,Router 64,1460.0,5
c96e8be8,2019-04-29 01:49:44,0,Router 64,1460.0,7
db90d5ae,2019-04-29 10:23:49,0,Router 64,1460.0,4
b2067182,2019-04-29 18:10:17,0,Router 64,1460.0,6
