day,sku_id,sku,price,qty,qty_7d_avg,qty_7d_q10,qty_7d_q50,qty_7d_q90,qty_14d_avg,qty_14d_q10,qty_14d_q50,qty_14d_q90,qty_21d_avg,qty_21d_q10,qty_21d_q50,qty_21d_q90,next_7d,next_14d,next_21d
2018-08-29,0,Router 64,1460,0,4.571428571428571,0.0,5.0,8.4,3.142857142857143,0.0,2.5,7.400000000000002,4.523809523809524,0.0,4.0,9.0,60.0,107.0,116.0
2018-08-30,0,Router 64,1460,8,4.428571428571429,0.0,5.0,8.0,3.357142857142857,0.0,2.5,8.0,4.904761904761905,0.0,5.0,9.0,57.0,102.0,110.0
2018-08-31,0,Router 64,1460,15,6.571428571428571,2.4000000000000004,6.0,10.800000000000002,4.428571428571429,0.0,4.5,8.700000000000001,5.333333333333333,0.0,5.0,14.0,49.0,87.0,95.0
2018-09-01,0,Router 64,1460,11,7.571428571428571,3.0000000000000004,8.0,12.600000000000001,4.857142857142857,0.0,4.5,10.400000000000002,5.190476190476191,0.0,5.0,11.0,49.0,77.0,90.0
2018-09-02,0,Router 64,1460,6,7.714285714285714,3.6000000000000005,8.0,12.600000000000001,5.214285714285714,0.0,5.5,10.400000000000002,5.190476190476191,0.0,5.0,11.0,56.0,71.0,87.0
2018-09-03,0,Router 64,1460,0,6.571428571428571,0.0,6.0,12.600000000000001,5.214285714285714,0.0,5.5,10.400000000000002,4.190476190476191,0.0,4.0,9.0,60.0,71.0,93.0
2018-09-04,0,Router 64,1460,12,7.428571428571429,0.0,8.0,13.200000000000001,6.0,0.0,6.0,11.700000000000001,4.571428571428571,0.0,5.0,11.0,51.0,59.0,81.0
2018-09-05,0,Router 64,1460,8,8.571428571428571,3.6000000000000005,8.0,13.200000000000001,6.571428571428571,0.0,7.0,11.700000000000001,4.9523809523809526,0.0,5.0,11.0,47.0,56.0,79.0
2018-09-06,0,Router 64,1460,5,8.142857142857142,3.0000000000000004,8.0,13.200000000000001,6.285714285714286,0.0,6.0,11.700000000000001,4.9523809523809526,0.0,5.0,11.0,45.0,53.0,81.0
2018-09-07,0,Router 64,1460,7,7.0,3.0000000000000004,7.0,11.4,6.785714285714286,1.2000000000000002,6.5,11.700000000000001,5.285714285714286,0.0,5.0,11.0,38.0,46.0,74.0
2018-09-08,0,Router 64,1460,11,7.0,3.0000000000000004,7.0,11.4,7.285714285714286,1.5000000000000002,7.5,11.700000000000001,5.571428571428571,0.0,6.0,11.0,28.0,41.0,65.0
2018-09-09,0,Router 64,1460,13,8.0,3.0000000000000004,8.0,12.4,7.857142857142857,1.5000000000000002,8.0,12.700000000000001,6.142857142857143,0.0,6.0,12.0,15.0,31.0,52.0
2018-09-10,0,Router 64,1460,4,8.571428571428571,4.6,8.0,12.4,7.571428571428571,1.2000000000000002,7.5,12.700000000000001,6.333333333333333,0.0,6.0,12.0,11.0,33.0,52.0
2018-09-11,0,Router 64,1460,3,7.285714285714286,3.6,7.0,11.8,7.357142857142857,0.9000000000000001,7.5,12.700000000000001,6.428571428571429,0.0,6.0,12.0,8.0,30.0,49.0
2018-09-12,0,Router 64,1460,4,6.714285714285714,3.6,5.0,11.8,7.642857142857143,3.3,7.5,12.700000000000001,6.619047619047619,0.0,6.0,12.0,9.0,32.0,45.0
2018-09-13,0,Router 64,1460,3,6.428571428571429,3.0,4.0,11.8,7.285714285714286,3.0,6.5,12.700000000000001,6.333333333333333,0.0,6.0,12.0,8.0,36.0,42.0
2018-09-14,0,Router 64,1460,0,5.428571428571429,1.8000000000000003,4.0,11.8,6.214285714285714,0.9000000000000001,5.5,11.700000000000001,6.333333333333333,0.0,6.0,12.0,8.0,36.0,58.0
2018-09-15,0,Router 64,1460,1,4.0,0.6000000000000001,3.0,7.600000000000003,5.5,0.30000000000000004,4.5,11.700000000000001,6.190476190476191,0.0,6.0,12.0,13.0,37.0,73.0
2018-09-16,0,Router 64,1460,0,2.142857142857143,0.0,3.0,4.0,5.071428571428571,0.0,4.0,11.700000000000001,5.9523809523809526,0.0,6.0,12.0,16.0,37.0,85.0
2018-09-17,0,Router 64,1460,0,1.5714285714285714,0.0,1.0,3.4000000000000004,5.071428571428571,0.0,4.0,11.700000000000001,5.571428571428571,0.0,5.0,12.0,22.0,41.0,104.0
2018-09-18,0,Router 64,1460,0,1.1428571428571428,0.0,0.0,3.4000000000000004,4.214285714285714,0.0,3.5,10.100000000000003,5.285714285714286,0.0,4.0,12.0,22.0,41.0,104.0
2018-09-19,0,Router 64,1460,5,1.2857142857142858,0.0,0.0,3.8000000000000007,4.0,0.0,3.5,9.800000000000004,5.523809523809524,0.0,5.0,12.0,23.0,36.0,104.0
2018-09-20,0,Router 64,1460,2,1.1428571428571428,0.0,0.0,3.200000000000001,3.7857142857142856,0.0,3.0,9.800000000000004,5.238095238095238,0.0,4.0,12.0,28.0,34.0,102.0
2018-09-21,0,Router 64,1460,0,1.1428571428571428,0.0,0.0,3.200000000000001,3.2857142857142856,0.0,2.5,9.200000000000006,4.523809523809524,0.0,4.0,11.0,28.0,50.0,109.0
2018-09-22,0,Router 64,1460,6,1.8571428571428572,0.0,0.0,5.4,2.9285714285714284,0.0,2.5,5.700000000000001,4.285714285714286,0.0,4.0,11.0,24.0,60.0,107.0
2018-09-23,0,Router 64,1460,3,2.2857142857142856,0.0,2.0,5.4,2.2142857142857144,0.0,2.5,4.700000000000001,4.142857142857143,0.0,3.0,11.0,21.0,69.0,104.0
2018-09-24,0,Router 64,1460,6,3.142857142857143,0.0,3.0,6.0,2.357142857142857,0.0,2.5,5.700000000000001,4.428571428571429,0.0,4.0,11.0,19.0,82.0,109.0
2018-09-25,0,Router 64,1460,0,3.142857142857143,0.0,3.0,6.0,2.142857142857143,0.0,1.5,5.700000000000001,3.857142857142857,0.0,3.0,8.0,19.0,82.0,111.0
2018-09-26,0,Router 64,1460,6,3.2857142857142856,0.0,3.0,6.0,2.2857142857142856,0.0,1.5,6.0,3.761904761904762,0.0,3.0,7.0,13.0,81.0,114.0
2018-09-27,0,Router 64,1460,7,4.0,0.0,6.0,6.4,2.5714285714285716,0.0,1.5,6.0,3.857142857142857,0.0,3.0,7.0,6.0,74.0,111.0
2018-09-28,0,Router 64,1460,0,4.0,0.0,6.0,6.4,2.5714285714285716,0.0,1.5,6.0,3.5238095238095237,0.0,3.0,7.0,22.0,81.0,111.0
2018-09-29,0,Router 64,1460,2,3.4285714285714284,0.0,3.0,6.4,2.642857142857143,0.0,2.0,6.0,3.0952380952380953,0.0,3.0,6.0,36.0,83.0,109.0
2018-09-30,0,Router 64,1460,0,3.0,0.0,2.0,6.4,2.642857142857143,0.0,2.0,6.0,2.4761904761904763,0.0,2.0,6.0,48.0,83.0,119.0
2018-10-01,0,Router 64,1460,4,2.7142857142857144,0.0,2.0,6.4,2.9285714285714284,0.0,2.5,6.0,2.4761904761904763,0.0,2.0,6.0,63.0,90.0,121.0
2018-10-02,0,Router 64,1460,0,2.7142857142857144,0.0,2.0,6.4,2.9285714285714284,0.0,2.5,6.0,2.3333333333333335,0.0,2.0,6.0,63.0,92.0,121.0
2018-10-03,0,Router 64,1460,0,1.8571428571428572,0.0,0.0,5.200000000000001,2.5714285714285716,0.0,2.0,6.0,2.142857142857143,0.0,1.0,6.0,68.0,101.0,129.0
2018-10-04,0,Router 64,1460,0,0.8571428571428571,0.0,0.0,2.8000000000000007,2.4285714285714284,0.0,1.0,6.0,2.0,0.0,0.0,6.0,68.0,105.0,138.0
2018-10-05,0,Router 64,1460,16,3.142857142857143,0.0,0.0,8.800000000000004,3.5714285714285716,0.0,2.5,6.700000000000001,2.761904761904762,0.0,1.0,6.0,59.0,89.0,122.0
2018-10-06,0,Router 64,1460,16,5.142857142857143,0.0,0.0,16.0,4.285714285714286,0.0,2.5,13.30000000000001,3.4761904761904763,0.0,2.0,7.0,47.0,73.0,112.0
2018-10-07,0,Router 64,1460,12,6.857142857142857,0.0,4.0,16.0,4.928571428571429,0.0,3.0,14.800000000000004,4.0476190476190474,0.0,2.0,12.0,35.0,71.0,100.0
2018-10-08,0,Router 64,1460,19,9.0,0.0,12.0,17.200000000000003,5.857142857142857,0.0,3.0,16.0,4.9523809523809526,0.0,3.0,16.0,27.0,58.0,89.0
2018-10-09,0,Router 64,1460,0,9.0,0.0,12.0,17.200000000000003,5.857142857142857,0.0,3.0,16.0,4.9523809523809526,0.0,3.0,16.0,29.0,58.0,100.0
2018-10-10,0,Router 64,1460,5,9.714285714285714,0.0,12.0,17.200000000000003,5.785714285714286,0.0,3.0,16.0,4.9523809523809526,0.0,3.0,16.0,33.0,61.0,104.0
2018-10-11,0,Router 64,1460,0,9.714285714285714,0.0,12.0,17.200000000000003,5.285714285714286,0.0,1.0,16.0,4.857142857142857,0.0,3.0,16.0,37.0,70.0,108.0
2018-10-12,0,Router 64,1460,7,8.428571428571429,0.0,7.0,17.200000000000003,5.785714285714286,0.0,3.0,16.0,5.190476190476191,0.0,4.0,16.0,30.0,63.0,121.0
2018-10-13,0,Router 64,1460,4,6.714285714285714,0.0,5.0,14.800000000000002,5.928571428571429,0.0,4.0,16.0,5.095238095238095,0.0,4.0,16.0,26.0,65.0,132.0
2018-10-14,0,Router 64,1460,0,5.0,0.0,4.0,11.800000000000004,5.928571428571429,0.0,4.0,16.0,4.9523809523809526,0.0,4.0,16.0,36.0,65.0,142.0
2018-10-15,0,Router 64,1460,11,3.857142857142857,0.0,4.0,8.600000000000001,6.428571428571429,0.0,4.5,16.0,5.190476190476191,0.0,4.0,16.0,31.0,62.0,141.0
2018-10-16,0,Router 64,1460,2,4.142857142857143,0.0,4.0,8.600000000000001,6.571428571428571,0.0,4.5,16.0,5.285714285714286,0.0,4.0,16.0,29.0,71.0,158.0
2018-10-17,0,Router 64,1460,9,4.714285714285714,0.0,4.0,9.8,7.214285714285714,0.0,6.0,16.0,5.428571428571429,0.0,4.0,16.0,28.0,71.0,159.0
2018-10-18,0,Router 64,1460,4,5.285714285714286,1.2000000000000002,4.0,9.8,7.5,0.0,6.0,16.0,5.285714285714286,0.0,4.0,16.0,33.0,71.0,155.0
2018-10-19,0,Router 64,1460,0,4.285714285714286,0.0,4.0,9.8,6.357142857142857,0.0,4.5,14.800000000000004,5.285714285714286,0.0,4.0,16.0,33.0,91.0,160.0
2018-10-20,0,Router 64,1460,0,3.7142857142857144,0.0,2.0,9.8,5.214285714285714,0.0,4.0,11.700000000000001,5.190476190476191,0.0,4.0,16.0,39.0,106.0,160.0
2018-10-21,0,Router 64,1460,10,5.142857142857143,0.0,4.0,10.4,5.071428571428571,0.0,4.0,10.700000000000001,5.666666666666667,0.0,4.0,16.0,29.0,106.0,150.0
2018-10-22,0,Router 64,1460,6,4.428571428571429,0.0,4.0,9.4,4.142857142857143,0.0,4.0,9.700000000000001,5.761904761904762,0.0,4.0,16.0,31.0,110.0,162.0
2018-10-23,0,Router 64,1460,0,4.142857142857143,0.0,4.0,9.4,4.142857142857143,0.0,4.0,9.700000000000001,5.761904761904762,0.0,4.0,16.0,42.0,129.0,164.0
2018-10-24,0,Router 64,1460,8,4.0,0.0,4.0,8.8,4.357142857142857,0.0,4.0,9.700000000000001,6.142857142857143,0.0,5.0,16.0,43.0,131.0,161.0
2018-10-25,0,Router 64,1460,9,4.714285714285714,0.0,6.0,9.4,5.0,0.0,5.0,9.700000000000001,6.571428571428571,0.0,6.0,16.0,38.0,122.0,155.0
2018-10-26,0,Router 64,1460,0,4.714285714285714,0.0,6.0,9.4,4.5,0.0,4.0,9.700000000000001,5.809523809523809,0.0,5.0,12.0,58.0,127.0,155.0
2018-10-27,0,Router 64,1460,6,5.571428571428571,0.0,6.0,9.4,4.642857142857143,0.0,5.0,9.700000000000001,5.333333333333333,0.0,5.0,11.0,67.0,121.0,150.0
2018-10-28,0,Router 64,1460,0,4.142857142857143,0.0,6.0,8.4,4.642857142857143,0.0,5.0,9.700000000000001,4.761904761904762,0.0,4.0,10.0,77.0,121.0,151.0
2018-10-29,0,Router 64,1460,8,4.428571428571429,0.0,6.0,8.4,4.428571428571429,0.0,5.0,9.0,4.238095238095238,0.0,4.0,9.0,79.0,131.0,146.0
2018-10-30,0,Router 64,1460,11,6.0,0.0,8.0,9.8,5.071428571428571,0.0,6.0,9.700000000000001,4.761904761904762,0.0,5.0,10.0,87.0,122.0,135.0
2018-10-31,0,Router 64,1460,9,6.142857142857143,0.0,8.0,9.8,5.071428571428571,0.0,6.0,9.700000000000001,4.9523809523809526,0.0,6.0,10.0,88.0,118.0,126.0
2018-11-01,0,Router 64,1460,4,5.428571428571429,0.0,6.0,9.8,5.071428571428571,0.0,6.0,9.700000000000001,5.142857142857143,0.0,6.0,10.0,84.0,117.0,126.0
2018-11-02,0,Router 64,1460,20,8.285714285714286,2.4000000000000004,8.0,14.600000000000003,6.5,0.0,7.0,10.700000000000001,5.761904761904762,0.0,6.0,11.0,69.0,97.0,106.0
2018-11-03,0,Router 64,1460,15,9.571428571428571,2.4000000000000004,9.0,17.0,7.571428571428571,0.0,8.0,13.800000000000004,6.285714285714286,0.0,6.0,11.0,54.0,83.0,93.0
2018-11-04,0,Router 64,1460,10,11.0,6.4,10.0,17.0,7.571428571428571,0.0,8.0,13.800000000000004,6.761904761904762,0.0,8.0,11.0,44.0,74.0,83.0
2018-11-05,0,Router 64,1460,10,11.285714285714286,7.0,10.0,17.0,7.857142857142857,0.0,8.5,13.800000000000004,6.714285714285714,0.0,8.0,11.0,52.0,67.0,78.0
2018-11-06,0,Router 64,1460,19,12.428571428571429,7.0,10.0,19.4,9.214285714285714,1.2000000000000002,9.0,17.800000000000004,7.523809523809524,0.0,8.0,15.0,35.0,48.0,61.0
2018-11-07,0,Router 64,1460,10,12.571428571428571,7.6000000000000005,10.0,19.4,9.357142857142858,1.2000000000000002,9.5,17.800000000000004,7.571428571428571,0.0,8.0,15.0,30.0,38.0,51.0
2018-11-08,0,Router 64,1460,0,12.0,6.000000000000001,10.0,19.4,8.714285714285714,0.0,9.5,17.800000000000004,7.380952380952381,0.0,8.0,15.0,33.0,42.0,51.0
2018-11-09,0,Router 64,1460,5,9.857142857142858,3.0000000000000004,10.0,16.6,9.071428571428571,1.2000000000000002,9.5,17.800000000000004,7.619047619047619,0.0,8.0,15.0,28.0,37.0,50.0
2018-11-10,0,Router 64,1460,0,7.714285714285714,0.0,10.0,13.600000000000003,8.642857142857142,0.0,9.5,17.800000000000004,7.619047619047619,0.0,8.0,15.0,29.0,39.0,50.0
2018-11-11,0,Router 64,1460,0,6.285714285714286,0.0,5.0,13.600000000000003,8.642857142857142,0.0,9.5,17.800000000000004,7.142857142857143,0.0,8.0,15.0,30.0,39.0,60.0
2018-11-12,0,Router 64,1460,18,7.428571428571429,0.0,5.0,18.4,9.357142857142858,0.0,10.0,18.700000000000003,7.714285714285714,0.0,8.0,18.0,15.0,26.0,50.0
2018-11-13,0,Router 64,1460,2,5.0,0.0,2.0,13.200000000000003,8.714285714285714,0.0,9.5,18.700000000000003,7.809523809523809,0.0,8.0,18.0,13.0,26.0,63.0
2018-11-14,0,Router 64,1460,5,4.285714285714286,0.0,2.0,10.200000000000005,8.428571428571429,0.0,7.5,18.700000000000003,7.666666666666667,0.0,8.0,18.0,8.0,21.0,68.0
2018-11-15,0,Router 64,1460,3,4.714285714285714,0.0,3.0,10.200000000000005,8.357142857142858,0.0,7.5,18.700000000000003,7.380952380952381,0.0,6.0,18.0,9.0,18.0,65.0
2018-11-16,0,Router 64,1460,0,4.0,0.0,2.0,10.200000000000005,6.928571428571429,0.0,5.0,17.1,7.380952380952381,0.0,6.0,18.0,9.0,22.0,77.0
2018-11-17,0,Router 64,1460,1,4.142857142857143,0.0,2.0,10.200000000000005,5.928571428571429,0.0,4.0,15.600000000000009,7.142857142857143,0.0,5.0,18.0,10.0,21.0,76.0
2018-11-18,0,Router 64,1460,1,4.285714285714286,0.6000000000000001,2.0,10.200000000000005,5.285714285714286,0.0,2.5,15.600000000000009,7.190476190476191,0.0,5.0,18.0,9.0,30.0,75.0
2018-11-19,0,Router 64,1460,3,2.142857142857143,0.6000000000000001,2.0,3.8000000000000007,4.785714285714286,0.0,2.5,15.600000000000009,6.9523809523809526,0.0,5.0,18.0,11.0,35.0,82.0
2018-11-20,0,Router 64,1460,0,1.8571428571428572,0.0,1.0,3.8000000000000007,3.4285714285714284,0.0,1.5,8.500000000000005,6.428571428571429,0.0,4.0,18.0,13.0,50.0,87.0
2018-11-21,0,Router 64,1460,0,1.1428571428571428,0.0,1.0,3.0,2.7142857142857144,0.0,1.0,5.0,6.0,0.0,3.0,18.0,13.0,60.0,91.0
2018-11-22,0,Router 64,1460,4,1.2857142857142858,0.0,1.0,3.4000000000000004,3.0,0.0,1.5,5.0,6.0,0.0,3.0,18.0,9.0,56.0,91.0
2018-11-23,0,Router 64,1460,0,1.2857142857142858,0.0,1.0,3.4000000000000004,2.642857142857143,0.0,1.0,4.700000000000001,5.0476190476190474,0.0,3.0,15.0,13.0,68.0,95.0
2018-11-24,0,Router 64,1460,2,1.4285714285714286,0.0,1.0,3.4000000000000004,2.7857142857142856,0.0,1.5,4.700000000000001,4.428571428571429,0.0,2.0,10.0,11.0,66.0,93.0
2018-11-25,0,Router 64,1460,0,1.2857142857142858,0.0,0.0,3.4000000000000004,2.7857142857142856,0.0,1.5,4.700000000000001,3.9523809523809526,0.0,2.0,10.0,21.0,66.0,97.0
